SEASON_TYPE,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
SEASON,UTA,UTA @ PHI,11/16/2018,L,48,107,41,88,46.6,4,22,18.2,21,37,56.8,10,29,39,15,13,10,4,25,-6
SEASON,TOR,TOR @ BOS,11/16/2018,L,53,116,42,97,43.3,8,29,27.6,24,29,82.8,11,32,43,20,14,12,4,23,-7
SEASON,SAC,SAC @ MEM,11/16/2018,L,48,104,37,80,46.3,12,33,36.4,18,24,75,9,33,42,23,21,9,2,24,-8
SEASON,POR,POR @ MIN,11/16/2018,L,48,96,37,88,42,8,29,27.6,14,20,70,11,37,48,16,18,6,1,14,-16
SEASON,PHI,PHI vs. UTA,11/16/2018,W,48,113,41,81,50.6,11,23,47.8,20,32,62.5,10,31,41,25,18,7,5,27,6
SEASON,NYK,NYK @ NOP,11/16/2018,L,48,124,48,98,49,11,34,32.4,17,24,70.8,12,32,44,15,13,10,6,31,-5
SEASON,NOP,NOP vs. NYK,11/16/2018,W,48,129,48,99,48.5,10,34,29.4,23,32,71.9,11,43,54,27,15,5,5,25,5
SEASON,MIN,MIN vs. POR,11/16/2018,W,48,112,46,92,50,12,28,42.9,8,11,72.7,9,34,43,28,12,11,4,16,16
SEASON,MIL,MIL vs. CHI,11/16/2018,W,48,123,47,93,50.5,18,43,41.9,11,17,64.7,11,44,55,28,17,8,8,14,19
SEASON,MIA,MIA @ IND,11/16/2018,L,48,91,35,93,37.6,14,36,38.9,7,10,70,13,38,51,21,18,10,5,16,-8
SEASON,MEM,MEM vs. SAC,11/16/2018,W,48,112,43,85,50.6,11,25,44,15,24,62.5,9,31,40,24,16,11,5,23,8
SEASON,IND,IND vs. MIA,11/16/2018,W,48,99,36,81,44.4,14,27,51.9,13,15,86.7,4,43,47,22,19,10,6,14,8
SEASON,CHI,CHI @ MIL,11/16/2018,L,48,104,41,94,43.6,13,33,39.4,9,13,69.2,4,32,36,22,12,8,3,15,-19
SEASON,BKN,BKN @ WAS,11/16/2018,W,48,115,38,90,42.2,9,33,27.3,30,38,78.9,13,34,47,19,12,8,3,24,11
SEASON,BOS,BOS vs. TOR,11/16/2018,W,53,123,47,89,52.8,9,26,34.6,20,24,83.3,9,37,46,25,18,9,6,23,7
SEASON,UTA,UTA @ BOS,11/17/2018,W,48,98,35,78,44.9,11,38,28.9,17,27,63,7,39,46,23,15,11,4,23,12
SEASON,TOR,TOR @ CHI,11/17/2018,W,48,122,48,89,53.9,14,35,40,12,13,92.3,8,46,54,31,23,14,10,24,39
SEASON,SAC,SAC @ HOU,11/17/2018,L,48,112,46,102,45.1,11,35,31.4,9,12,75,13,26,39,23,14,10,3,21,-20
SEASON,PHX,PHX vs. OKC,11/17/2018,L,48,100,37,82,45.1,12,29,41.4,14,21,66.7,4,27,31,25,15,14,6,28,-10
SEASON,PHI,PHI @ CHA,11/17/2018,W,53,122,39,93,41.9,11,35,31.4,33,38,86.8,9,44,53,23,19,9,6,24,3
SEASON,ORL,ORL vs. LAL,11/17/2018,W,48,130,50,93,53.8,11,32,34.4,19,23,82.6,11,30,41,28,13,5,8,23,13
SEASON,OKC,OKC @ PHX,11/17/2018,W,48,110,38,85,44.7,7,24,29.2,27,32,84.4,14,38,52,17,18,9,7,20,10
SEASON,NOP,NOP vs. DEN,11/17/2018,W,48,125,42,87,48.3,10,25,40,31,34,91.2,10,36,46,29,11,6,8,18,10
SEASON,LAL,LAL @ ORL,11/17/2018,L,48,117,43,90,47.8,10,30,33.3,21,25,84,8,33,41,22,14,5,6,20,-13
SEASON,LAC,LAC @ BKN,11/17/2018,W,48,127,48,95,50.5,11,23,47.8,20,24,83.3,9,29,38,23,8,4,1,25,8
SEASON,IND,IND vs. ATL,11/17/2018,W,48,97,35,87,40.2,12,30,40,15,21,71.4,10,43,53,25,24,11,6,26,8
SEASON,HOU,HOU vs. SAC,11/17/2018,W,48,132,46,81,56.8,20,47,42.6,20,24,83.3,6,35,41,27,22,9,10,20,20
