SEASON_TYPE,TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,+/-
SEASON,TOR,TOR @ IND,1/23/2019,L,48,106,38,92,41.3,12,39,30.8,18,23,78.3,10,35,45,28,9,2,5,22,-4
SEASON,SAS,SAS @ PHI,1/23/2019,L,48,120,47,82,57.3,13,27,48.1,13,15,86.7,5,31,36,24,15,8,6,15,-2
SEASON,PHI,PHI vs. SAS,1/23/2019,W,48,122,47,93,50.5,17,36,47.2,11,14,78.6,13,29,42,35,12,9,5,14,2
SEASON,ORL,ORL @ BKN,1/23/2019,L,48,110,38,89,42.7,11,34,32.4,23,28,82.1,11,31,42,22,13,7,11,19,-4
SEASON,NYK,NYK vs. HOU,1/23/2019,L,48,110,37,81,45.7,11,30,36.7,25,30,83.3,10,38,48,15,19,5,7,23,-4
SEASON,NOP,NOP vs. DET,1/23/2019,L,48,94,42,91,46.2,6,22,27.3,4,9,44.4,8,41,49,20,12,3,9,18,-4
SEASON,MIA,MIA vs. LAC,1/23/2019,L,48,99,39,83,47,8,28,28.6,13,22,59.1,12,28,40,23,14,3,3,19,-12
SEASON,MEM,MEM vs. CHA,1/23/2019,L,48,107,38,81,46.9,9,31,29,22,24,91.7,6,32,38,25,11,8,3,25,-11
SEASON,LAC,LAC @ MIA,1/23/2019,W,48,111,45,85,52.9,7,22,31.8,14,21,66.7,7,34,41,23,7,5,3,20,12
SEASON,IND,IND vs. TOR,1/23/2019,W,48,110,40,92,43.5,9,26,34.6,21,25,84,12,36,48,27,7,6,7,23,4
SEASON,HOU,HOU @ NYK,1/23/2019,W,48,114,37,90,41.1,11,44,25,29,38,76.3,15,29,44,10,13,15,10,25,4
SEASON,DET,DET @ NOP,1/23/2019,W,48,98,36,89,40.4,13,39,33.3,13,19,68.4,9,40,49,24,9,5,3,15,4
SEASON,DEN,DEN @ UTA,1/23/2019,L,48,108,42,88,47.7,8,27,29.6,16,20,80,12,38,50,20,16,7,9,25,-6
SEASON,CLE,CLE @ BOS,1/23/2019,L,48,103,38,87,43.7,13,30,43.3,14,20,70,15,29,44,20,21,4,4,18,-20
SEASON,CHI,CHI vs. ATL,1/23/2019,L,48,101,35,79,44.3,8,26,30.8,23,27,85.2,7,30,37,20,15,7,6,21,-20
SEASON,CHA,CHA @ MEM,1/23/2019,W,48,118,41,77,53.2,12,30,40,24,31,77.4,5,32,37,23,9,8,2,19,11
SEASON,BKN,BKN vs. ORL,1/23/2019,W,48,114,43,90,47.8,10,32,31.3,18,23,78.3,12,33,45,20,17,7,2,22,4
SEASON,BOS,BOS vs. CLE,1/23/2019,W,48,123,45,86,52.3,12,25,48,21,23,91.3,9,34,43,25,14,12,5,20,20
SEASON,ATL,ATL @ CHI,1/23/2019,W,48,121,45,90,50,15,40,37.5,16,21,76.2,16,35,51,31,17,11,2,20,20
SEASON,WAS,WAS vs. GSW,1/24/2019,L,48,118,44,95,46.3,15,42,35.7,15,21,71.4,9,27,36,29,10,7,2,22,-8
SEASON,POR,POR @ PHX,1/24/2019,W,48,120,44,94,46.8,12,26,46.2,20,20,100,14,39,53,25,17,8,8,24,14
SEASON,PHX,PHX vs. POR,1/24/2019,L,48,106,36,88,40.9,13,38,34.2,21,27,77.8,9,30,39,19,16,9,4,22,-14
SEASON,OKC,OKC vs. NOP,1/24/2019,W,48,122,50,101,49.5,14,32,43.8,8,16,50,14,43,57,33,14,8,2,15,6
SEASON,NOP,NOP @ OKC,1/24/2019,L,48,116,49,101,48.5,10,36,27.8,8,12,66.7,8,34,42,34,12,7,6,16,-6
SEASON,MIN,MIN @ LAL,1/24/2019,W,48,120,44,102,43.1,10,33,30.3,22,25,88,22,33,55,24,14,8,3,15,15
SEASON,LAL,LAL vs. MIN,1/24/2019,L,48,105,44,87,50.6,8,28,28.6,9,14,64.3,9,30,39,28,20,5,5,23,-15
SEASON,GSW,GSW @ WAS,1/24/2019,W,48,126,50,88,56.8,7,20,35,19,21,90.5,8,42,50,34,15,5,6,21,8
SEASON,WAS,WAS @ ORL,1/25/2019,W,48,95,35,79,44.3,15,27,55.6,10,12,83.3,5,33,38,26,12,9,1,15,4
SEASON,UTA,UTA vs. MIN,1/25/2019,W,48,106,37,94,39.4,13,40,32.5,19,25,76,16,31,47,25,11,9,8,19,4
SEASON,TOR,TOR @ HOU,1/25/2019,L,48,119,44,91,48.4,14,36,38.9,17,18,94.4,12,35,47,27,21,4,1,25,-2
SEASON,SAC,SAC @ MEM,1/25/2019,W,48,99,37,91,40.7,12,33,36.4,13,17,76.5,12,37,49,23,19,11,5,25,3
SEASON,PHX,PHX @ DEN,1/25/2019,L,48,95,32,76,42.1,7,30,23.3,24,26,92.3,2,33,35,20,16,4,7,25,-37
SEASON,ORL,ORL vs. WAS,1/25/2019,L,48,91,38,84,45.2,7,33,21.2,8,12,66.7,13,39,52,24,16,3,4,10,-4
SEASON,NYK,NYK @ BKN,1/25/2019,L,48,99,37,87,42.5,8,31,25.8,17,26,65.4,6,27,33,17,8,12,11,31,-10
SEASON,MIN,MIN @ UTA,1/25/2019,L,48,102,38,90,42.2,8,26,30.8,18,21,85.7,12,38,50,20,15,5,5,22,-4
SEASON,MIL,MIL vs. CHA,1/25/2019,W,48,108,41,89,46.1,6,31,19.4,20,23,87,6,40,46,17,12,9,6,18,9
SEASON,MIA,MIA @ CLE,1/25/2019,W,48,100,37,79,46.8,9,23,39.1,17,25,68,11,36,47,19,14,6,4,18,6
SEASON,MEM,MEM vs. SAC,1/25/2019,L,48,96,34,80,42.5,6,20,30,22,27,81.5,9,35,44,22,16,13,5,22,-3
SEASON,LAC,LAC @ CHI,1/25/2019,W,48,106,38,82,46.3,8,21,38.1,22,29,75.9,5,45,50,27,16,3,4,14,5
SEASON,HOU,HOU vs. TOR,1/25/2019,W,48,121,41,91,45.1,10,46,21.7,29,33,87.9,12,28,40,17,12,11,5,21,2
SEASON,DET,DET @ DAL,1/25/2019,L,48,101,35,85,41.2,12,38,31.6,19,25,76,13,33,46,22,13,6,0,26,-5
SEASON,DEN,DEN vs. PHX,1/25/2019,W,48,132,47,94,50,15,36,41.7,23,29,79.3,16,41,57,26,12,9,1,20,37
SEASON,DAL,DAL vs. DET,1/25/2019,W,48,106,37,81,45.7,14,36,38.9,18,30,60,9,34,43,24,10,8,6,25,5
SEASON,CLE,CLE vs. MIA,1/25/2019,L,48,94,37,85,43.5,10,30,33.3,10,13,76.9,9,33,42,23,13,8,2,21,-6
SEASON,CHI,CHI vs. LAC,1/25/2019,L,48,101,40,102,39.2,10,35,28.6,11,12,91.7,12,37,49,20,11,11,5,23,-5
SEASON,CHA,CHA @ MIL,1/25/2019,L,48,99,36,90,40,10,39,25.6,17,25,68,12,41,53,20,17,4,2,19,-9
SEASON,BKN,BKN vs. NYK,1/25/2019,W,48,109,34,84,40.5,9,33,27.3,32,47,68.1,18,42,60,19,20,5,2,21,10
SEASON,SAS,SAS @ NOP,1/26/2019,W,48,126,47,91,51.6,11,24,45.8,21,25,84,9,42,51,30,10,5,3,19,12
SEASON,POR,POR vs. ATL,1/26/2019,W,48,120,41,82,50,11,30,36.7,27,30,90,11,36,47,26,19,8,7,23,9
SEASON,PHI,PHI @ DEN,1/26/2019,L,48,110,38,91,41.8,14,36,38.9,20,27,74.1,11,30,41,29,12,7,2,24,-16
SEASON,NOP,NOP vs. SAS,1/26/2019,L,48,114,45,96,46.9,7,27,25.9,17,24,70.8,10,31,41,26,8,6,6,18,-12
SEASON,MEM,MEM vs. IND,1/26/2019,W,48,106,39,80,48.8,9,28,32.1,19,28,67.9,8,28,36,29,14,8,5,24,3
SEASON,IND,IND @ MEM,1/26/2019,L,48,103,32,74,43.2,9,27,33.3,30,36,83.3,7,33,40,20,18,7,5,26,-3
SEASON,GSW,GSW @ BOS,1/26/2019,W,48,115,37,83,44.6,12,33,36.4,29,34,85.3,11,42,53,25,15,8,7,19,4
SEASON,DEN,DEN vs. PHI,1/26/2019,W,48,126,48,94,51.1,8,24,33.3,22,29,75.9,11,40,51,27,11,4,4,21,16
SEASON,BOS,BOS vs. GSW,1/26/2019,L,48,111,41,99,41.4,15,40,37.5,14,15,93.3,15,34,49,23,14,6,4,22,-4
SEASON,ATL,ATL @ POR,1/26/2019,L,48,111,42,92,45.7,12,33,36.4,15,20,75,9,27,36,24,11,9,7,27,-9
SEASON,WAS,WAS @ SAS,1/27/2019,L,48,119,40,89,44.9,18,46,39.1,21,29,72.4,8,24,32,32,9,11,0,18,-13
SEASON,UTA,UTA @ MIN,1/27/2019,W,48,125,46,86,53.5,15,39,38.5,18,25,72,6,30,36,30,9,8,5,17,14
SEASON,TOR,TOR @ DAL,1/27/2019,W,48,123,37,83,44.6,17,34,50,32,38,84.2,8,36,44,24,8,6,5,27,3
SEASON,SAS,SAS vs. WAS,1/27/2019,W,48,132,49,86,57,16,34,47.1,18,21,85.7,7,42,49,31,16,6,4,20,13
SEASON,SAC,SAC @ LAC,1/27/2019,L,48,108,37,93,39.8,8,36,22.2,26,30,86.7,15,29,44,18,12,12,6,26,-14
SEASON,PHX,PHX @ LAL,1/27/2019,L,48,102,34,85,40,7,26,26.9,27,32,84.4,15,25,40,19,16,8,9,20,-14
SEASON,ORL,ORL @ HOU,1/27/2019,L,48,98,39,97,40.2,10,35,28.6,10,17,58.8,18,38,56,23,15,10,4,18,-5
SEASON,OKC,OKC vs. MIL,1/27/2019,W,48,118,44,94,46.8,16,32,50,14,25,56,11,41,52,29,12,5,10,21,6
SEASON,NYK,NYK vs. MIA,1/27/2019,L,48,97,36,84,42.9,7,26,26.9,18,24,75,7,31,38,22,11,13,3,20,-9
SEASON,MIN,MIN vs. UTA,1/27/2019,L,48,111,37,77,48.1,17,36,47.2,20,23,87,5,30,35,22,16,7,4,22,-14
SEASON,MIL,MIL @ OKC,1/27/2019,L,48,112,39,91,42.9,15,37,40.5,19,28,67.9,9,40,49,22,14,6,5,22,-6
SEASON,MIA,MIA @ NYK,1/27/2019,W,48,106,39,84,46.4,12,33,36.4,16,18,88.9,8,39,47,26,16,6,5,24,9
SEASON,LAL,LAL vs. PHX,1/27/2019,W,48,116,47,89,52.8,10,23,43.5,12,18,66.7,14,27,41,28,18,8,10,30,14
SEASON,LAC,LAC vs. SAC,1/27/2019,W,48,122,42,88,47.7,11,29,37.9,27,29,93.1,14,38,52,35,19,6,1,28,14
SEASON,HOU,HOU vs. ORL,1/27/2019,W,48,103,38,80,47.5,12,36,33.3,15,21,71.4,3,36,39,20,13,8,7,19,5
SEASON,DAL,DAL vs. TOR,1/27/2019,L,48,120,43,88,48.9,11,36,30.6,23,34,67.6,7,36,43,25,11,5,2,29,-3
SEASON,CLE,CLE @ CHI,1/27/2019,W,48,104,39,92,42.4,13,34,38.2,13,15,86.7,12,40,52,26,8,5,3,13,3
SEASON,CHI,CHI vs. CLE,1/27/2019,L,48,101,39,88,44.3,9,26,34.6,14,17,82.4,8,39,47,22,10,5,8,17,-3
SEASON,NYK,NYK @ CHA,1/28/2019,L,48,92,34,85,40,7,23,30.4,17,26,65.4,8,38,46,19,10,6,6,15,-9
SEASON,MEM,MEM vs. DEN,1/28/2019,L,48,92,35,78,44.9,9,32,28.1,13,19,68.4,9,33,42,26,20,5,7,22,-3
SEASON,LAC,LAC vs. ATL,1/28/2019,L,48,118,41,85,48.2,10,27,37,26,28,92.9,13,25,38,27,16,10,4,26,-5
SEASON,IND,IND vs. GSW,1/28/2019,L,48,100,40,94,42.6,12,30,40,8,10,80,10,28,38,29,15,4,5,18,-32
SEASON,GSW,GSW @ IND,1/28/2019,W,48,132,53,98,54.1,13,31,41.9,13,16,81.3,13,35,48,39,14,9,7,19,32
SEASON,DEN,DEN @ MEM,1/28/2019,W,48,95,37,84,44,8,36,22.2,13,14,92.9,9,28,37,17,15,10,2,18,3
SEASON,CHA,CHA vs. NYK,1/28/2019,W,48,101,39,94,41.5,11,34,32.4,12,16,75,13,38,51,25,10,4,10,20,9
SEASON,BKN,BKN @ BOS,1/28/2019,L,48,104,39,103,37.9,13,34,38.2,13,16,81.3,16,32,48,20,17,10,5,20,-8
SEASON,BOS,BOS vs. BKN,1/28/2019,W,48,112,45,100,45,13,40,32.5,9,10,90,16,36,52,29,18,11,16,16,8
SEASON,ATL,ATL @ LAC,1/28/2019,W,48,123,44,87,50.6,10,34,29.4,25,29,86.2,15,29,44,28,19,7,6,25,5
SEASON,WAS,WAS @ CLE,1/29/2019,L,48,113,42,87,48.3,12,36,33.3,17,23,73.9,3,33,36,31,6,8,1,22,-3
SEASON,SAS,SAS vs. PHX,1/29/2019,W,48,126,47,100,47,15,34,44.1,17,20,85,14,22,36,29,11,9,4,15,2
SEASON,PHX,PHX @ SAS,1/29/2019,L,48,124,48,80,60,13,29,44.8,15,19,78.9,3,35,38,26,18,8,5,22,-2
SEASON,PHI,PHI @ LAL,1/29/2019,W,48,121,42,93,45.2,15,36,41.7,22,28,78.6,12,32,44,33,12,15,6,15,16
SEASON,ORL,ORL vs. OKC,1/29/2019,L,48,117,44,102,43.1,14,41,34.1,15,18,83.3,18,35,53,26,12,4,5,18,-9
SEASON,OKC,OKC @ ORL,1/29/2019,W,48,126,49,91,53.8,9,21,42.9,19,26,73.1,6,37,43,25,7,7,8,16,9
SEASON,NOP,NOP @ HOU,1/29/2019,W,48,121,46,90,51.1,9,31,29,20,25,80,13,42,55,27,17,8,9,17,5
SEASON,MIL,MIL @ DET,1/29/2019,W,48,115,47,87,54,13,32,40.6,8,10,80,6,33,39,32,11,9,6,15,10
SEASON,LAL,LAL vs. PHI,1/29/2019,L,48,105,43,92,46.7,7,23,30.4,12,16,75,14,35,49,26,21,7,4,20,-16
SEASON,HOU,HOU vs. NOP,1/29/2019,L,48,116,40,101,39.6,19,56,33.9,17,24,70.8,15,30,45,22,12,11,5,20,-5
SEASON,DET,DET vs. MIL,1/29/2019,L,48,105,42,89,47.2,12,37,32.4,9,12,75,10,29,39,29,12,8,3,14,-10
SEASON,CLE,CLE vs. WAS,1/29/2019,W,48,116,45,84,53.6,15,34,44.1,11,24,45.8,7,41,48,30,16,3,2,21,3
SEASON,CHI,CHI @ BKN,1/29/2019,L,48,117,47,94,50,9,28,32.1,14,19,73.7,5,45,50,17,18,6,8,29,-5
SEASON,BKN,BKN vs. CHI,1/29/2019,W,48,122,42,94,44.7,10,35,28.6,28,40,70,7,36,43,25,8,11,2,21,5
SEASON,WAS,WAS vs. IND,1/30/2019,W,48,107,41,78,52.6,12,28,42.9,13,21,61.9,8,33,41,27,15,8,4,24,18
SEASON,UTA,UTA @ POR,1/30/2019,L,48,105,38,85,44.7,11,34,32.4,18,21,85.7,8,28,36,24,17,9,4,22,-27
SEASON,SAC,SAC vs. ATL,1/30/2019,W,48,135,54,99,54.5,11,35,31.4,16,21,76.2,15,38,53,36,14,7,2,24,22
SEASON,POR,POR vs. UTA,1/30/2019,W,48,132,48,90,53.3,16,32,50,20,23,87,11,35,46,28,15,7,5,17,27
SEASON,NYK,NYK vs. DAL,1/30/2019,L,48,90,32,78,41,6,26,23.1,20,28,71.4,5,29,34,16,12,10,5,15,-24
SEASON,NOP,NOP vs. DEN,1/30/2019,L,48,99,37,89,41.6,15,36,41.7,10,13,76.9,8,40,48,27,15,4,4,20,-6
SEASON,MIN,MIN vs. MEM,1/30/2019,W,53,99,37,95,38.9,8,35,22.9,17,22,77.3,11,30,41,25,13,12,3,24,2
SEASON,MIA,MIA vs. CHI,1/30/2019,L,48,89,34,89,38.2,12,42,28.6,9,13,69.2,15,32,47,22,15,6,2,20,-16
SEASON,MEM,MEM @ MIN,1/30/2019,L,53,97,36,87,41.4,6,23,26.1,19,22,86.4,14,37,51,21,18,3,7,27,-2
SEASON,IND,IND @ WAS,1/30/2019,L,48,89,33,84,39.3,9,31,29,14,18,77.8,10,29,39,27,17,6,3,21,-18
SEASON,DEN,DEN @ NOP,1/30/2019,W,48,105,42,89,47.2,9,30,30,12,19,63.2,6,37,43,31,10,10,7,17,6
SEASON,DAL,DAL @ NYK,1/30/2019,W,48,114,45,84,53.6,15,38,39.5,9,11,81.8,7,42,49,31,19,4,1,19,24
SEASON,CHI,CHI @ MIA,1/30/2019,W,48,105,40,78,51.3,8,19,42.1,17,21,81,5,35,40,26,13,6,3,20,16
SEASON,CHA,CHA @ BOS,1/30/2019,L,48,94,39,89,43.8,13,40,32.5,3,7,42.9,7,24,31,20,12,7,5,17,-32
SEASON,BOS,BOS vs. CHA,1/30/2019,W,48,126,50,90,55.6,12,29,41.4,14,16,87.5,12,41,53,34,12,10,7,14,32
SEASON,ATL,ATL @ SAC,1/30/2019,L,48,113,38,86,44.2,16,46,34.8,21,25,84,9,27,36,24,21,7,3,19,-22
SEASON,TOR,TOR vs. MIL,1/31/2019,L,48,92,37,93,39.8,7,27,25.9,11,13,84.6,8,31,39,16,16,9,4,20,-13
SEASON,SAS,SAS vs. BKN,1/31/2019,W,48,117,40,100,40,12,33,36.4,25,29,86.2,13,37,50,23,9,6,3,21,3
SEASON,PHI,PHI @ GSW,1/31/2019,W,48,113,41,88,46.6,12,37,32.4,19,24,79.2,16,33,49,30,19,11,5,19,9
SEASON,ORL,ORL vs. IND,1/31/2019,W,48,107,38,82,46.3,11,25,44,20,22,90.9,9,39,48,25,15,4,5,19,7
SEASON,MIL,MIL @ TOR,1/31/2019,W,48,105,39,79,49.4,14,38,36.8,13,17,76.5,7,43,50,21,20,13,6,16,13
SEASON,LAL,LAL @ LAC,1/31/2019,W,53,123,42,92,45.7,11,26,42.3,28,35,80,7,49,56,28,16,7,4,24,3
SEASON,LAC,LAC vs. LAL,1/31/2019,L,53,120,46,104,44.2,14,43,32.6,14,26,53.8,12,39,51,26,10,11,8,27,-3
SEASON,IND,IND @ ORL,1/31/2019,L,48,100,41,91,45.1,4,19,21.1,14,16,87.5,6,36,42,26,10,8,2,18,-7
SEASON,GSW,GSW vs. PHI,1/31/2019,L,48,104,41,88,46.6,11,38,28.9,11,16,68.8,9,28,37,30,15,13,7,19,-9
SEASON,DET,DET vs. DAL,1/31/2019,W,48,93,33,86,38.4,9,33,27.3,18,23,78.3,15,37,52,21,11,5,5,24,4
SEASON,DAL,DAL @ DET,1/31/2019,L,48,89,36,88,40.9,7,25,28,10,14,71.4,11,33,44,18,12,2,5,21,-4
SEASON,BKN,BKN @ SAS,1/31/2019,L,48,114,42,89,47.2,11,34,32.4,19,29,65.5,5,41,46,30,14,5,7,23,-3
SEASON,UTA,UTA vs. ATL,2/1/2019,W,48,128,46,87,52.9,12,35,34.3,24,30,80,11,40,51,31,15,4,6,22,16
SEASON,OKC,OKC @ MIA,2/1/2019,W,48,118,44,91,48.4,16,30,53.3,14,19,73.7,13,37,50,23,15,10,4,20,16
SEASON,NYK,NYK vs. BOS,2/1/2019,L,48,99,39,86,45.3,9,31,29,12,12,100,8,40,48,21,18,2,2,15,-14
SEASON,MIA,MIA vs. OKC,2/1/2019,L,48,102,41,92,44.6,11,36,30.6,9,14,64.3,11,36,47,28,18,7,2,17,-16
SEASON,MEM,MEM @ CHA,2/1/2019,L,48,92,35,80,43.8,9,29,31,13,17,76.5,9,31,40,23,14,8,3,22,-8
SEASON,HOU,HOU @ DEN,2/1/2019,L,48,122,45,85,52.9,16,44,36.4,16,21,76.2,11,19,30,23,10,6,3,24,-14
SEASON,DEN,DEN vs. HOU,2/1/2019,W,48,136,51,82,62.2,14,31,45.2,20,23,87,10,26,36,37,8,7,4,14,14
SEASON,CHA,CHA vs. MEM,2/1/2019,W,48,100,32,73,43.8,12,29,41.4,24,28,85.7,6,34,40,15,12,6,7,17,8
SEASON,BOS,BOS @ NYK,2/1/2019,W,48,113,46,100,46,13,37,35.1,8,10,80,11,32,43,25,7,11,7,18,14
SEASON,ATL,ATL @ UTA,2/1/2019,L,48,112,39,98,39.8,14,46,30.4,20,24,83.3,8,32,40,23,11,11,4,27,-16
SEASON,WAS,WAS vs. MIL,2/2/2019,L,48,115,43,93,46.2,10,33,30.3,19,26,73.1,12,34,46,28,12,6,6,19,-16
SEASON,UTA,UTA vs. HOU,2/2/2019,L,48,98,31,86,36,11,41,26.8,25,36,69.4,14,37,51,19,23,8,9,21,-27
SEASON,SAS,SAS vs. NOP,2/2/2019,W,48,113,44,92,47.8,9,23,39.1,16,18,88.9,10,40,50,29,11,5,2,16,5
SEASON,SAC,SAC vs. PHI,2/2/2019,W,48,115,42,92,45.7,11,30,36.7,20,24,83.3,12,38,50,22,16,9,2,19,7
SEASON,PHX,PHX vs. ATL,2/2/2019,L,48,112,45,96,46.9,12,32,37.5,10,18,55.6,10,27,37,31,10,15,5,23,-6
SEASON,PHI,PHI @ SAC,2/2/2019,L,48,108,41,93,44.1,7,33,21.2,19,25,76,14,32,46,19,14,9,5,22,-7
SEASON,ORL,ORL vs. BKN,2/2/2019,W,48,102,41,94,43.6,10,27,37,10,12,83.3,7,42,49,25,14,11,8,17,13
SEASON,NOP,NOP @ SAS,2/2/2019,L,48,108,43,96,44.8,10,35,28.6,12,12,100,5,37,42,26,9,6,4,16,-5
SEASON,MIN,MIN vs. DEN,2/2/2019,L,48,106,42,89,47.2,11,34,32.4,11,16,68.8,8,33,41,27,10,6,4,15,-1
SEASON,MIL,MIL @ WAS,2/2/2019,W,48,131,45,91,49.5,17,39,43.6,24,24,100,6,40,46,30,12,10,4,19,16
SEASON,MIA,MIA vs. IND,2/2/2019,L,48,88,30,71,42.3,9,30,30,19,26,73.1,10,33,43,21,24,8,4,19,-7
SEASON,LAL,LAL @ GSW,2/2/2019,L,48,101,42,96,43.8,7,27,25.9,10,17,58.8,13,36,49,23,15,5,4,18,-14
SEASON,LAC,LAC @ DET,2/2/2019,W,48,111,40,82,48.8,10,20,50,21,34,61.8,11,36,47,22,13,5,4,24,10
SEASON,IND,IND @ MIA,2/2/2019,W,48,95,38,89,42.7,7,24,29.2,12,17,70.6,14,29,43,26,14,15,4,20,7
SEASON,HOU,HOU @ UTA,2/2/2019,W,48,125,40,87,46,15,39,38.5,30,37,81.1,8,40,48,17,14,15,8,29,27
SEASON,GSW,GSW vs. LAL,2/2/2019,W,48,115,43,91,47.3,11,34,32.4,18,19,94.7,7,37,44,31,10,4,9,17,14
SEASON,DET,DET vs. LAC,2/2/2019,L,48,101,35,83,42.2,17,42,40.5,14,20,70,7,31,38,21,14,6,4,27,-10
SEASON,DEN,DEN @ MIN,2/2/2019,W,48,107,42,89,47.2,13,33,39.4,10,14,71.4,15,33,48,29,10,3,7,16,1
SEASON,DAL,DAL @ CLE,2/2/2019,W,48,111,40,84,47.6,16,39,41,15,19,78.9,9,41,50,20,13,2,4,26,13
SEASON,CLE,CLE vs. DAL,2/2/2019,L,48,98,34,85,40,4,23,17.4,26,33,78.8,11,33,44,20,6,7,2,22,-13
SEASON,CHI,CHI @ CHA,2/2/2019,L,48,118,42,81,51.9,9,24,37.5,25,25,100,8,31,39,20,10,4,2,20,-7
SEASON,CHA,CHA vs. CHI,2/2/2019,W,48,125,43,82,52.4,14,32,43.8,25,29,86.2,9,27,36,25,7,6,2,21,7
SEASON,BKN,BKN @ ORL,2/2/2019,L,48,89,33,91,36.3,10,38,26.3,13,16,81.3,8,42,50,23,19,6,2,11,-13
SEASON,ATL,ATL @ PHX,2/2/2019,W,48,118,43,84,51.2,14,32,43.8,18,26,69.2,16,37,53,21,24,6,5,18,6
SEASON,TOR,TOR vs. LAC,2/3/2019,W,48,121,43,94,45.7,9,33,27.3,26,31,83.9,16,40,56,21,16,10,5,28,18
SEASON,OKC,OKC @ BOS,2/3/2019,L,48,129,45,92,48.9,14,35,40,25,34,73.5,11,31,42,25,11,12,5,18,-5
SEASON,NYK,NYK vs. MEM,2/3/2019,L,48,84,28,74,37.8,12,40,30,16,22,72.7,6,39,45,20,15,4,6,16,-12
SEASON,MEM,MEM @ NYK,2/3/2019,W,48,96,37,91,40.7,9,26,34.6,13,18,72.2,10,39,49,25,8,8,4,20,12
SEASON,LAC,LAC @ TOR,2/3/2019,L,48,103,38,89,42.7,2,12,16.7,25,29,86.2,7,29,36,15,13,7,7,24,-18
SEASON,BOS,BOS vs. OKC,2/3/2019,W,48,134,54,91,59.3,13,34,38.2,13,17,76.5,5,33,38,36,14,8,6,22,5
SEASON,WAS,WAS vs. ATL,2/4/2019,L,48,129,48,97,49.5,12,38,31.6,21,29,72.4,13,27,40,34,9,5,8,20,-8
SEASON,SAS,SAS @ SAC,2/4/2019,L,48,112,42,98,42.9,9,32,28.1,19,21,90.5,15,31,46,18,9,6,3,20,-15
SEASON,SAC,SAC vs. SAS,2/4/2019,W,48,127,50,90,55.6,13,32,40.6,14,23,60.9,8,40,48,26,8,5,5,18,15
SEASON,PHX,PHX vs. HOU,2/4/2019,L,48,110,45,84,53.6,7,25,28,13,18,72.2,9,29,38,29,17,9,1,20,-8
SEASON,NOP,NOP vs. IND,2/4/2019,L,48,107,39,90,43.3,9,38,23.7,20,24,83.3,13,42,55,26,17,6,4,19,-2
SEASON,MIL,MIL @ BKN,2/4/2019,W,48,113,43,101,42.6,10,39,25.6,17,25,68,15,44,59,29,11,9,7,20,19
SEASON,IND,IND @ NOP,2/4/2019,W,48,109,41,91,45.1,10,28,35.7,17,24,70.8,8,35,43,25,9,5,3,17,2
SEASON,HOU,HOU @ PHX,2/4/2019,W,48,118,43,87,49.4,13,41,31.7,19,25,76,12,31,43,19,14,13,2,19,8
SEASON,DET,DET vs. DEN,2/4/2019,W,48,129,48,88,54.5,16,37,43.2,17,20,85,16,37,53,32,20,8,8,20,26
SEASON,DEN,DEN @ DET,2/4/2019,L,48,103,41,92,44.6,9,28,32.1,12,22,54.5,10,22,32,28,14,10,3,19,-26
SEASON,BKN,BKN vs. MIL,2/4/2019,L,48,94,33,102,32.4,5,42,11.9,23,28,82.1,16,40,56,23,13,5,9,21,-19
SEASON,ATL,ATL @ WAS,2/4/2019,W,48,137,46,91,50.5,20,40,50,25,29,86.2,14,36,50,29,14,7,2,22,8
SEASON,TOR,TOR @ PHI,2/5/2019,W,48,119,41,89,46.1,11,31,35.5,26,32,81.3,15,27,42,27,13,12,0,27,12
SEASON,POR,POR vs. MIA,2/5/2019,L,48,108,42,93,45.2,15,39,38.5,9,12,75,7,26,33,30,13,6,2,21,-10
SEASON,PHI,PHI vs. TOR,2/5/2019,L,48,107,31,70,44.3,7,24,29.2,38,41,92.7,5,29,34,20,18,8,3,22,-12
SEASON,ORL,ORL @ OKC,2/5/2019,L,48,122,42,90,46.7,11,37,29.7,27,34,79.4,8,32,40,27,18,14,4,29,-10
SEASON,OKC,OKC vs. ORL,2/5/2019,W,48,132,46,92,50,13,30,43.3,27,37,73,8,41,49,25,17,11,2,25,10
SEASON,NYK,NYK vs. DET,2/5/2019,L,48,92,36,90,40,9,33,27.3,11,15,73.3,13,31,44,17,11,5,4,23,-13
SEASON,MIN,MIN @ MEM,2/5/2019,L,48,106,39,87,44.8,9,29,31,19,20,95,16,39,55,26,17,4,4,23,-2
SEASON,MIA,MIA @ POR,2/5/2019,W,48,118,45,83,54.2,7,22,31.8,21,25,84,8,38,46,18,12,11,7,15,10
SEASON,MEM,MEM vs. MIN,2/5/2019,W,48,108,36,86,41.9,15,34,44.1,21,29,72.4,12,27,39,18,8,11,6,18,2
SEASON,LAL,LAL @ IND,2/5/2019,L,48,94,35,75,46.7,4,21,19,20,26,76.9,3,31,34,25,19,5,3,14,-42
SEASON,LAC,LAC @ CHA,2/5/2019,W,48,117,42,87,48.3,18,24,75,15,17,88.2,8,40,48,25,11,1,6,24,2
SEASON,IND,IND vs. LAL,2/5/2019,W,48,136,56,98,57.1,19,34,55.9,5,8,62.5,10,30,40,37,10,11,7,20,42
